patent_id	claim_sequence	claim_text	dependent	claim_number	exemplary
RE48912	1	2. The method of claim 1 , wherein the data processing appliance comprises at least one of a plurality of hardware accelerators, or a plurality of computer processing units.	claim 1	2	0
RE48912	2	3. The method of claim 2 , wherein the plurality of hardware accelerators comprises at least one of a plurality of logic gates or a plurality of graphical processing units, and the data processing appliance is configured to parse parses the first data and the second data for parallel processing of portions of the first data and the second data by the plurality of logic gates, the plurality of graphical processing units, and the plurality of computer processing units.	claim 2	3	0
RE48912	3	4. The method of claim 2 , wherein the plurality of hardware accelerators comprises at least one of a plurality of logic gates or a plurality of graphical processing units.	claim 2	4	0
RE48912	4	5. The method of claim 1 , wherein the preparing includes preparing the first data in is converted to the first format in response to the first data being transmitted written to the mainframe computing resource or preparing the second data in is converted to the second format in response to the second data being transmitted written to the distributed computing resource.	claim 1	5	0
RE48912	5	6. The method of claim 5 , wherein the mainframe computing data processing appliance is configured to stream streams the first data in at least one of the first format to the mainframe computing appliance or resource and the second data in the second format to the distributed computing resource.	claim 5	6	0
RE48912	6	7. The method of claim 1 , wherein the first interface is isolated form from the second interface.	claim 1	7	0
RE48912	7	8. A system comprising: a data processing appliance having a processor, a tangible, non-transitory memory configured to communicate with the processor, the tangible, non-transitory memory having instructions stored thereon that, in response to execution by the processor, cause the processor to be capable of performing operations comprising: receiving, by the data processing appliance, a workflow from at least one of a mainframe computing resource or a distributed computing resource; receiving, by the data processing appliance, data from at least one of the mainframe computing resource or the distributed computing resource; preparing, by the data processing appliance and in real-time as the data is received, the data for at least one of the mainframe computing resource or the distributed computing resource; streaming, by the data processing appliance and contemporaneously with the preparing, the data for at least one of the mainframe computing resource or the distributed computing resource; receiving, by the a data processing appliance, the first data that has been processed in a second format by the a distributed computing resource; converting, by the data processing appliance, the processed first data from the second format to a first format; writing, by the data processing appliance and contemporaneously with the converting the first data , the processed first data in the first format to a first destination corresponding to at least one of a data library or the a mainframe computing resource : ; receiving, by the data processing appliance, the second data that has been processed in the first format by the mainframe computing resource; converting, by the data processing appliance, the processed second data from the first format to the second format: and writing, by the data processing appliance and contemporaneously with the converting the second data , the processed second data in the second format to a second destination corresponding to at least one of a the data library or the distributed computing resource, wherein: the mainframe computing resource is configured to communicate communicates securely with the data library through a first interface and the data processing appliance is configured to communicate communicates with the data library through a second interface, and the processed second data in the second format is stored in a first portion of the data library that is segregated from a second portion of the data library that stores received second data that had been processed in the first format by the mainframe computing resource.		8	0
RE48912	8	9. The system of claim 8 , wherein the data processing appliance comprises at least one of a plurality of hardware accelerators, or a plurality of computer processing units.	claim 8	9	0
RE48912	9	10. The system of claim 9 , wherein the plurality of hardware accelerators comprises at least one of a plurality of logic gates or a plurality of graphical processing units, and the data processing appliance is configured to parse parses the first data and the second data for parallel processing of portions of the first data and the second data by the plurality of logic gates, the plurality of graphical processing units, and the plurality of computer processing units.	claim 9	10	0
RE48912	10	11. The system of claim 9 , wherein the plurality of hardware accelerators comprises at least one of a plurality of logic gates or a plurality of graphical processing units.	claim 9	11	0
RE48912	11	12. The system of claim 8 , wherein the preparing includes preparing the first data in is converted to a first format in response to the first data being transmitted written to the mainframe computing resource or preparing the second data in is converted to a second format in response to the second data being transmitted written to the distributed computing resource.	claim 8	12	0
RE48912	12	13. The system of claim 12 , wherein the mainframe computing data processing appliance is configured to stream streams the first data in at least one of the first format to the mainframe computing appliance or resource and the second data in the second format to the distributed computing resource.	claim 12	13	0
RE48913	0	1. A method for determining spatial locations of a plurality of single cells, comprising: stochastically barcoding the plurality of single cells using a plurality of synthetic particles, wherein each of the plurality of synthetic particles comprises a plurality of stochastic barcodes, a first group of optical labels, and a second group of optical labels, wherein each of the plurality of stochastic barcodes comprises a cellular label and a molecular label, wherein each optical label in the first group of optical labels comprises a first optical moiety and each optical label in the second group of optical labels comprises a second optical moiety, and wherein each of the plurality of synthetic particles is associated with an optical barcode comprising the first optical moiety and the second optical moiety; detecting the optical barcode of each of the plurality of synthetic particles to determine the location of each of the plurality of synthetic particles; and determining the spatial locations of the plurality of single cells based on the locations of the plurality of synthetic particles.		1	0
RE48913	1	2. The method of claim 1 , wherein the first optical moiety and the second optical moiety are selected from a group comprising consisting of two or more spectrally-distinct optical moieties.	claim 1	2	0
RE48913	2	3. The method of claim 1 , wherein stochastically barcoding the plurality of single cells using the plurality of synthetic particles comprises contacting the plurality of single cells with the plurality of synthetic particles.	claim 1	3	0
RE48913	3	4. The method of claim 3 , wherein a synthetic particle of the plurality of synthetic particles is in close proximity to a single cell or a small number of cells.	claim 3	4	0
RE48913	4	5. The method of claim 3 , wherein each of the plurality of single cells comprises a plurality of targets, wherein stochastically barcoding the plurality of single cells further comprises hybridizing the plurality of stochastic barcodes with the plurality of targets to generate stochastically barcoded targets, and wherein at least one of the plurality of targets is hybridized to one of the plurality of stochastic barcodes.	claim 3	5	0
RE48913	5	6. The method of claim 1 , wherein cellular labels of at least two stochastic barcodes of the plurality of stochastic barcodes on one synthetic particle have the same sequence, and wherein cellular labels of at least two stochastic barcodes of the plurality of stochastic barcodes on different synthetic particles have different sequences.	claim 1	6	0
RE48913	6	7. The method of claim 1 , wherein molecular labels of at least two stochastic barcodes of the plurality of stochastic barcodes on one synthetic particle have different sequences.	claim 1	7	0
RE48913	7	8. The method of claim 1 , wherein the molecular labels are selected from a group comprising consisting of at least 100 molecular labels with unique sequences.	claim 1	8	0
RE48913	8	9. The method of claim 1 , wherein the molecular labels are selected from a group comprising consisting of at least 1000 molecular labels with unique sequences.	claim 1	9	0
RE48913	9	10. The method of claim 1 , wherein detecting the optical barcode of each of the plurality of synthetic particles to determine the location of each of the plurality of synthetic particles comprises generating an optical image showing the optical barcodes and the locations of the plurality of synthetic particles.	claim 1	10	0
RE48913	10	11. The method of claim 1 , wherein the plurality of single cells comprises cells distributed across a microwell array comprising microwells.	claim 1	11	0
RE48913	11	12. The method of claim 11 , wherein each of the plurality of single cells comprises a plurality of targets, the method comprising: lysing the plurality of single cells; and generating an indexed library of stochastically barcoded targets, wherein generating an indexed library of stochastically barcoded targets comprises hybridizing the plurality of stochastic barcodes with the plurality of targets to generate stochastically barcoded targets, wherein the molecular label comprises a molecular label sequence, wherein the cellular label comprises a cellular label sequence, and wherein each of the stochastically barcoded targets comprises a cellular label sequence, a molecular label sequence, and at least a portion of the a complementary sequence of one of the plurality of targets.	claim 11	12	0
RE48913	12	13. The method of claim 12 , comprising: amplifying the stochastically barcoded targets of the indexed library to generate amplified stochastically barcoded targets; and sequencing the amplified stochastically barcoded targets to determine the number of amplified stochastically barcoded targets with unique molecular label sequences and identical complementary sequence, wherein the number of amplified stochastically barcoded targets with unique molecular label sequences and identical complementary sequence is substantially the same as the occurrences of targets with sequences complementary of the identical complementary sequence in the single cell or the small number of cells.	claim 12	13	0
RE48913	13	14. The method of claim 13 , wherein the labeled target molecules are amplified using bridge amplification, amplification with a gene specific primer, amplification with a universal primer, amplification with an oligo(dT) primer, or any combination thereof.	claim 13	14	0
RE48913	14	15. The method of claim 1 , wherein the plurality of single cells comprises a tissue, a cell monolayer, fixed cells, a tissue section, or any combination thereof.	claim 1	15	0
RE48913	15	16. The method of claim 1 , wherein a synthetic particle of the plurality of synthetic particle particles is a bead.	claim 1	16	0
RE48913	16	17. The method of claim 16 , wherein the bead is selected from the group comprising consisting of streptavidin beads, agarose beads, magnetic beads, conjugated beads, protein A conjugated beads, protein G conjugated beads, protein A/G conjugated beads, protein L conjugated beads, oligo(dT) conjugated beads, silica beads, silica-like beads, anti-biotin microbead, anti-fluorochrome microbead, and any combination thereof.	claim 16	17	0
RE48913	17	18. The method of claim 1 , wherein a synthetic particle of the plurality of synthetic particles comprises a material selected from the group comprising consisting of polydimethylsiloxane (PDMS), polystyrene, glass, polypropylene, agarose, hydrogel, paramagnetic, ceramic, plastic, glass, methylstyrene, acrylic polymer, titanium, latex, sepharose, cellulose, nylon, silicone, and any combination thereof.	claim 1	18	0
RE48913	18	19. A synthetic particle composition , comprising: a synthetic particle; a plurality of stochastic barcodes, wherein each of the plurality of stochastic barcodes comprises a cellular label and a molecular label; a first group of optical labels; and a second group of optical labels, wherein the plurality of stochastic barcodes, the first group of optical labels, and the second group of optical labels are attached to the surface of the synthetic particle, wherein each optical label in the first group of optical labels comprises a first optical moiety and each optical label in the second group of optical labels comprises a second optical moiety, and wherein each of the plurality of synthetic particles the synthetic particle is associated with an optical barcode comprising the first optical moiety and the second optical moiety.		19	0
RE48913	19	20. The synthetic particle composition of claim 19 , wherein the molecular labels of the plurality of stochastic barcodes are different from one another, and the molecular labels are selected from a group comprising consisting of at least 100 molecular labels with unique sequences.	claim 19	20	0
RE48913	20	21. The synthetic particle composition of claim 19 , wherein cellular labels of at least two stochastic barcodes of the plurality of stochastic barcodes have the same sequence.	claim 19	21	0
RE48913	21	22. The synthetic particle composition of claim 19 , wherein molecular labels of at least two stochastic barcodes of the plurality of stochastic barcodes have different sequences.	claim 19	22	0
RE48913	22	23. The synthetic particle composition of claim 19 , wherein molecular labels of the plurality of stochastic barcodes are selected from a group comprising consisting of at least 100 molecular labels with unique sequences.	claim 19	23	0
RE48913	23	24. The synthetic particle composition of claim 19 , wherein molecular labels of the plurality of stochastic barcodes are selected from a group comprising consisting of at least 1000 molecular labels with unique sequences.	claim 19	24	0
RE48913	24	25. The synthetic particle composition of claim 19 , wherein the first optical moiety and the second optical moiety are selected from a group comprising consisting two or more spectrally-distinct optical moieties.	claim 19	25	0
RE48913	25	26. The synthetic particle composition of claim 19 , wherein each of the plurality of stochastic barcodes comprises a spatial label, and wherein spatial labels of at least two stochastic barcodes of the plurality of stochastic barcodes differ from each other by at least one nucleotide.	claim 19	26	0
RE48913	26	27. The synthetic particle composition of claim 19 , wherein each of the plurality of stochastic barcodes further comprises a universal label, and wherein universal labels of at least two stochastic barcodes of the plurality of stochastic barcodes have the same sequence.	claim 19	27	0
RE48913	27	28. The synthetic particle composition of claim 19 , wherein the synthetic particle is a bead.	claim 19	28	0
RE48913	28	29. The synthetic particle composition of claim 28 , wherein the bead is selected from the group comprising consisting of streptavidin beads, agarose beads, magnetic beads, conjugated beads, protein A conjugated beads, protein G conjugated beads, protein A/G conjugated beads, protein L conjugated beads, oligo(dT) conjugated beads, silica beads, silica-like beads, anti-biotin microbead, anti-fluorochrome microbead, and any combination thereof.	claim 28	29	0
RE48913	29	30. The synthetic particle composition of claim 19 , wherein the synthetic particle comprises a material selected from the group comprising consisting of polydimethylsiloxane (PDMS), polystyrene, glass, polypropylene, agarose, hydrogel, paramagnetic, ceramic, plastic, glass, methylstyrene, acrylic polymer, titanium, latex, sepharose, cellulose, nylon, silicone, and any combination thereof.	claim 19	30	0
RE48913	30	31. A method for determining the number and spatial locations of a plurality of targets in a sample, comprising: providing a solid support comprising a plurality of synthetic particles associated with a plurality of stochastic barcodes, wherein each of the plurality of stochastic barcodes comprises a spatial label and a molecular label; decoding the solid support by contacting the solid support with a plurality of decoding nucleic acids labeled with a decoding label and detecting the presence of the decoding label, wherein at least some portion of each of the plurality of stochastic barcodes is single stranded to allow hybridization to a decoding nucleic acid, and wherein decoding comprises two or more sequential hybridizations of decoding nucleic acids to each of the plurality of stochastic barcodes; stochastically barcoding the plurality of targets in the sample by hybridizing the plurality of stochastic barcodes with the plurality of targets to generate stochastically barcoded targets; identifying the spatial location of each of the plurality of targets by correlating the spatial labels of the plurality of the stochastic barcodes with the spatial locations of the plurality of targets in the sample; and estimating the number of each of the plurality of targets by determining sequences of the spatial labels and molecular labels of the plurality of the stochastic labels and counting the number of the molecular labels with distinct sequences.		31	0
RE48913	31	32. The method of claim 31, wherein the sample comprises a plurality of cells, and wherein the plurality of targets is associated with the plurality of cells.		32	0
RE48913	32	33. The method of claim 31, wherein the sample comprises a tissue, a cell monolayer, fixed cells, a tissue section, or any combination thereof.		33	0
RE48913	33	34. The method of claim 31, wherein the sample is physically divided during stochastically barcoding the plurality of targets in the sample.		34	0
RE48913	34	35. The method of claim 31, wherein the spatial locations of the plurality of targets in the sample are on a surface of the sample, inside the sample, subcellularly in the sample, or any combination thereof.		35	0
RE48913	35	36. The method of claim 31, wherein stochastic barcoding the plurality of targets in the sample is performed on the surface of the sample, subcellularly in the sample, inside the sample, or any combination thereof.		36	0
RE48913	36	37. The method of claim 31, wherein the plurality of targets comprises ribonucleic acids (RNAs), messenger RNAs (mRNAs), microRNAs, small interfering RNAs (siRNAs), RNA degradation products, RNAs each comprising a poly(A) tail, and any combination thereof.		37	0
RE48913	37	38. The method of claim 31, further comprising visualizing the plurality of targets in the sample.		38	0
RE48913	38	39. The method of claim 38, wherein visualizing the plurality of targets in the sample comprises mapping the plurality of targets onto a map of the sample.		39	0
RE48913	39	40. The method of claim 31, wherein the synthetic particles are beads.		40	0
RE48913	40	41. The method of claim 40, wherein the beads are silica gel beads, controlled pore glass beads, magnetic beads, dynabeads, sephadex/sepharose beads, cellulose beads, polystyrene beads, hydrogel beads, or any combination thereof.		41	0
RE48913	41	42. The method of claim 31, wherein the molecular labels of different stochastic barcodes are different from one another.		42	0
RE48913	42	43. The method of claim 31, wherein the sample is intact during stochastically barcoding the plurality of targets in the sample.		43	0
RE48914	0	1. A method for tracking and characterizing a plurality of vehicles simultaneously in a traffic control environment, the method comprising: providing a 3D optical emitter at an installation height oriented to allow illumination of a 3D detection zone in said environment; providing a 3D optical receiver oriented to have a wide and deep field of view within said 3D detection zone, said 3D optical receiver having a plurality of detection channels in said field of view; driving the 3D optical emitter into emitting short light pulses toward the detection zone, said light pulses having an emitted light waveform; receiving a reflection/backscatter of the emitted light on the vehicles in the 3D detection zone at said 3D optical receiver, thereby acquiring an individual digital full-waveform LIDAR trace for each detection channel of said 3D optical receiver; using said individual digital full-waveform LIDAR trace and said emitted light waveform, detecting a presence of a plurality of vehicles in said 3D detection zone, a position of at least part of each said vehicle in said 3D detection zone and a time at which said position is detected; assigning a unique identifier to each vehicle of said plurality of vehicles detected; repeating said steps of driving, receiving, acquiring and detecting, at a predetermined frequency; at each instance of said repeating step, tracking and recording an updated position of each vehicle of said plurality of vehicles detected and an updated time at which said updated position is detected, with said unique identifier; wherein said detecting said presence includes: extracting observations in the individual digital full-waveform LIDAR trace; using the location for the observations to remove observations coming from a surrounding environment; extracting lines using an estimate line and a covariance matrix using polar coordinates; removing observations located on lines parallel to the x axis.		1	0
RE48914	1	2. The method as claimed in claim 1 , wherein said traffic control environment is at least one of a traffic management environment and a traffic enforcement environment.	claim 1	2	0
RE48914	2	3. The method as claimed in claim 1 , wherein said detecting said presence includes extracting observations in the individual digital full-waveform LIDAR trace and intensity data for the observations; finding at least one blob in the observations; computing an observation weight depending on the intensity of the observations in the blob; computing a blob gravity center based on the weight and a position of the observations in the blob.	claim 1	3	0
RE48914	3	4. The method as claimed in claim 1 , further comprising setting at least one trigger line location and recording trigger line trespassing data with the unique identifier.	claim 1	4	0
RE48914	4	5. The method as claimed in claim 4 , further comprising setting said trigger line location relative to a visible landmark in said environment.	claim 4	5	0
RE48914	5	6. The method as claimed in claim 1 , wherein said detecting said time at which said position is detected includes assigning a timestamp for said detecting said presence and wherein said timestamp is adapted to be synchronized with an external controller.	claim 1	6	0
RE48914	6	7. The method as claimed in claim 1 , further comprising obtaining a classification for each detected vehicles using a plurality of detections in the 3D detection zone caused by the same vehicle.	claim 1	7	0
RE48914	7	8. The method as claimed in claim 1 , wherein said detecting said presence further comprises detecting a presence of a pedestrian in said environment.	claim 1	8	0
RE48914	8	9. The method as claimed in claim 1 , wherein said part of said vehicle is one of a front, a side and a rear of the vehicle.	claim 1	9	0
RE48914	9	10. The method as claimed in claim 1 , wherein emitting short light pulses includes emitting short light pulses of a duration of less than 50 ns.	claim 1	10	0
RE48914	10	11. The method as claimed in claim 1 , wherein said 3D optical emitter is at least one of an infrared LED source, a visible-light LED source and a laser.	claim 1	11	0
RE48914	11	12. The method as claimed in claim 1 , wherein said providing said 3D optical receiver to have a wide and deep field of view includes providing said 3D optical receiver to have a horizontal field of view angle of at least 20° and a vertical field of view angle of at least 4°.	claim 1	12	0
RE48914	12	13. The method as claimed in claim 1 , further comprising determining and recording a speed for each said vehicle using said position and said updated position of one of said instances of said repeating step and an elapsed time between said time of said position and said updated time of said updated position, with said unique identifier.	claim 1	13	0
RE48914	13	14. The method as claimed in claim 13 , further comprising using a Kalman filter to determine an accuracy for said speed to validate said speed; comparing said accuracy to a predetermined accuracy threshold; if said accuracy is lower than said predetermined accuracy threshold, rejecting said speed.	claim 13	14	0
RE48914	14	15. The method as claimed in claim 14 , further comprising retrieving a speed limit and identifying a speed limit infraction by comparing said speed recorded for each said vehicle to said speed limit.	claim 14	15	0
RE48914	15	16. The method as claimed in claim 1 , further comprising: providing a 2D optical receiver, wherein said 2D optical receiver being an image sensor adapted to provide images of said 2D detection zone; driving the 2D optical receiver to capture a 2D image; using image registration to correlate corresponding locations between said 2D image and said detection channels; extracting vehicle identification data from said 2D image at a location corresponding to said location for said detected vehicle; assigning said vehicle identification data to said unique identifier.	claim 1	16	0
RE48914	16	17. The method as claimed in claim 16 , wherein the vehicle identification data is at least one of a picture of the vehicle and a license plate alphanumerical code present on the vehicle.	claim 16	17	0
RE48914	17	18. The method as claimed in claim 17 , wherein the vehicle identification data includes said 2D image showing a traffic violation.	claim 17	18	0
RE48914	18	19. The method as claimed in claim 17 , further comprising extracting at least one of a size of characters on the license plate and a size of the license plate and comparing one of said size among different instances of the repeating to determine an approximate speed value.	claim 17	19	0
RE48914	19	20. The method as claimed in claim 16 , further comprising providing a 2D illumination source oriented to allow illumination of a 2D detection zone in said 3D detection zone and driving the 2D illumination source to emit pulses to illuminate said 2D detection zone and synchronizing said driving the 2D optical receiver to capture images with said driving the 2D illumination source to emit pulses to allow capture of said images during said illumination.	claim 16	20	0
RE48914	20	21. The method as claimed in claim 20 , wherein driving the 2D illumination source includes driving the 2D illumination source to emit pulses of a duration between 10 μs and 10 ms.	claim 20	21	0
RE48914	21	22. The method as claimed in claim 19 , wherein the 2D illumination source is at least one of a visible light LED source, an infrared LED light source and laser.	claim 19	22	0
RE48914	22	23. The method as claimed in claim 19 , wherein the 3D optical emitter and the 2D illumination source are provided by a common infrared LED light source.	claim 19	23	0
RE48914	23	24. The method as claimed in claim 19 , wherein the vehicle identification data is at least two areas of high retroreflectivity apparent on the images, said detecting a presence includes extracting observations in the individual digital signals and intensity data for the observations, the method further comprising correlating locations for the areas of high retroreflectivity and high intensity data locations in the observations, wherein each said area of high retroreflectivity is created from one of a retroreflective license plate, a retro-reflector affixed on a vehicle and a retro-reflective lighting module provided on a vehicle.	claim 19	24	0
RE48914	24	25. The method as claimed in claim 16 , further comprising combining multiples ones of said captured images into a combined image with the vehicle and the vehicle identification data apparent.	claim 16	25	0
RE48914	25	26. A vehicle detection system for tracking and characterizing a plurality of vehicles simultaneously in a traffic control environment, the system comprising: a 3D optical emitter provided at an installation height and oriented to allow illumination of a 3D detection zone in the environment ; a 3D optical receiver provided and oriented to have a wide and deep field of view within the 3D detection zone, the 3D optical receiver having a plurality of detection channels in said field of view ; a controller for driving the 3D optical emitter into emitting short light pulses toward the detection zone , the light pulses having an emitted light waveform ; the 3D optical receiver for receiving a reflection/backscatter of the emitted light on the vehicles in the 3D detection zone, thereby for acquiring an individual digital full-waveform light detection and ranging ( LIDAR ) trace for each channel of the 3D optical receiver; a processor configured for detecting a presence of a plurality of vehicles in the 3D detection zone using the individual digital full-waveform LIDAR trace and the emitted light waveform , capturing a series of vehicle measurements from the LIDAR trace, detecting a position of at least part of each the vehicle in the 3D detection zone, recording a time at which the position is detected, and assigning a unique identifier to each vehicle of the plurality of vehicles detected and tracking and recording an updated position of each vehicle of the plurality of vehicles detected and an updated time at which the updated position is detected, with the unique identifier ; a 2D optical receiver, wherein the 2D optical receiver is an image sensor adapted to provide images of the 2D detection zone; and a driver for driving the 2D optical receiver image sensor to capture a 2D image the images ; the processor being further adapted configured for using image registration to correlate corresponding locations between said 2D image images and said detection channels , estimating a length of a vehicle by fitting a first line to a first subset of said series of vehicle measurements, estimating a width of a vehicle by fitting a second line to a second subset of the vehicle measurements, and extracting vehicle identification data from the 2D image at a location corresponding to the location for the a detected vehicle; and assigning the vehicle identification data to the unique identifier.		26	0
RE48914	26	27. The system as claimed in claim 26 , wherein said processor is further for determining and recording a speed for each the vehicle using the position and the an updated position of one of the instances of the repeating step and an elapsed time between the time of the position and the an updated time of the updated position, with the unique identifier.	claim 26	27	0
RE48914	27	28. The system as claimed in claim 26 , further comprising a 2D illumination source provided and oriented to allow illumination of a 2D detection zone in the 3D detection zone; a source driver for driving the 2D illumination source to emit pulses; a synchronization module for synchronizing said source driver and said driver to allow capture of said images while said 2D detection zone is illuminated.	claim 26	28	0
RE48914	28	29. A method for tracking and characterizing a plurality of vehicles simultaneously in a traffic control environment, the method comprising: providing a 3D optical emitter at an installation height oriented to allow illumination of a 3D detection zone in said environment; providing a 3D optical receiver oriented to have a wide and deep field of view within said 3D detection zone, said 3D optical receiver having a plurality of detection channels in said field of view; driving the 3D optical emitter into emitting short light pulses toward the detection zone, said light pulses having an emitted light waveform; receiving a reflection/backscatter of the emitted light on the vehicles in the 3D detection zone at said 3D optical receiver, thereby acquiring an individual digital full-waveform LIDAR trace for each detection channel of said 3D optical receiver; using said individual digital full-waveform LIDAR trace and said emitted light waveform, detecting a presence of a plurality of vehicles in said 3D detection zone, a position of at least part of each said vehicle in said 3D detection zone and a time at which said position is detected; assigning a unique identifier to each vehicle of said plurality of vehicles detected; repeating said steps of driving, receiving, acquiring and detecting, at a predetermined frequency; at each instance of said repeating step, tracking and recording an updated position of each vehicle of said plurality of vehicles detected and an updated time at which said updated position is detected, with said unique identifier, wherein said detecting said presence includes: extracting observations in the individual digital full-waveform LIDAR trace and intensity data for the observations; finding at least one blob in the observations; computing an observation weight depending on the intensity of the observations in the blob; computing a blob gravity center based on the weight and a position of the observations in the blob.		29	0
RE48914	29	30. The vehicle detection system of claim 26, wherein the processor is further configured to estimate a height of the vehicle.		30	0
RE48914	30	31. The vehicle detection system of claim 26, wherein the processor is configured to estimate a volume of the vehicle based at least in part on the vehicle measurements.		31	0
RE48914	31	32. The vehicle detection system of claim 26 wherein the processor is configured to identify a corner point of the vehicle less than a threshold distance from points on both of the first and second lines.		32	0
RE48914	32	33. The vehicle detection system of claim 32, wherein the processor is configured to define a three-dimensional bounding box corresponding to the vehicle based on detection of corners.		33	0
RE48914	33	34. The vehicle detection system of claim 33, wherein the three-dimensional bounding box represents an estimate of bounding dimensions of the vehicle.		34	0
RE48914	34	35. The vehicle detection system of claim 34, wherein the processor is further configured to refine the estimate of the bounding dimensions as the light detection and ranging (LIDAR) trace is produced by reflection of the illumination signals from an increasing number of sides of the vehicle.		35	0
RE48914	35	36. The vehicle detection system of claim 26, wherein the light detection and ranging (LIDAR) trace includes reflection of the illumination signals from a complete side of the vehicle, and wherein the processor is configured to determine dimensions of a three-dimensional bounding box corresponding to the vehicle based at least on full-waveform signal processing of the signal waveforms from the vehicle measurements for a complete side of the vehicle.		36	0
RE48914	36	37. The vehicle detection system of claim 26, wherein the processor is configured to account for changes in the distance between the vehicle and the 3D optical emitter due to relative movement between the 3D optical emitter and the vehicle.		37	0
RE48914	37	38. The vehicle detection system of claim 26, wherein the processor is configured to assign a classification to the vehicle based on a dimension of the vehicle.		38	0
RE48914	38	39. The vehicle detection system of claim 38, wherein the classification is according to a classification scheme distinguishing two-wheeled and four-wheeled vehicles.		39	0
RE48914	39	40. The vehicle detection system of claim 26, wherein the processor is configured to trigger an event based at least in part on a dimension of the vehicle.		40	0
RE48915	0	1. A transparent display apparatus having a transparent organic light emitting diode, the transparent organic light emitting diode comprising a glass substrate, a transparent anode, a hole transport layer, an emitting layer, an electron transport layer, and a transparent cathode, the transparent display apparatus comprising: an insulating layer stacked on the transparent cathode; first and second transparent Indium-Tin Oxide (ITO) layers stacked on an upper part of the insulating layer to deliver electromotive force onto an entire surface of the transparent display apparatus and to transmit or block light of images according to an on/off state of a power source; an electro chromic layer disposed between the first and the second transparent ITO layers and comprising transparent and colorless chemicals, wherein the electro chromic layer forms a color through an oxidation-reduction reaction of the chemicals according to the on/off state of the power source to absorb or block the light of images; and a substrate stacked on the second transparent ITO.		1	0
RE48915	1	2. The transparent display apparatus as claimed in claim 1 , wherein the electro chromic layer comprises transparent and colorless chemicals in a gel state, and the electro chromic layer has a sealing apparatus for sealing the gel.	claim 1	2	0
RE48915	2	3. The transparent display apparatus as claimed in claim 1 , wherein the electro chromic layer forms a black color through an oxidation-reduction reaction of two kinds of chemicals, so as to block a light of background images and display a front side first screen, when the power source (0.4 to 1.6 V dc) is on, and wherein the electro chromic layer forms a transparent color, so as to absorb and transmit the light of background images and display a back side second screen, when the power source is off.	claim 1	3	0
RE48915	3	4. The transparent display apparatus as claimed in claim 3 , wherein the front side first screen of the electro chromic layer is a phone-mode background of a watch-type phone, and wherein the back side second screen is a watch background of the watch-type phone.	claim 3	4	0
RE48915	4	5. The transparent display apparatus as claimed in claim 1 , wherein the electro chromic layer adjusts transmittance through an intensity of the power source.	claim 1	5	0
RE48915	5	6. A watch-type electronic device having a watch portion providing time information, the watch-type electronic device comprising: an electro-chromic layer capable of being transparent or opaque based on an on/off state of a power source; and a display including a display layer for displaying a phone-mode screen when the electro-chromic layer is opaqued by the power source being on, wherein a call is made with the phone-mode screen, and time information is provided through the electro-chromic layer being transparent by the power source being off, wherein the display includes: a transparent cathode; an insulating layer stacked on the transparent cathode; first and second transparent Indium-Tin Oxide (ITO) layers stacked on an upper part of the insulating layer to deliver electromotive force onto an entire surface of the display and to transmit or block light of images according to the on/off state of the power source; and a substrate stacked on the second transparent ITO, wherein the electro-chromic layer is disposed between the first and the second transparent ITO layers and includes transparent and colorless chemicals, and wherein the electro chromic layer forms a black color when the power source is on.		6	0
RE48915	6	7. The watch-type electronic device as claimed in claim 6, wherein the display is stacked on an upper part of the electro-chromic layer.		7	0
RE48916	0	1. A method for processing an audio signal, comprising: receiving, by an audio processing apparatus, an audio signal including a first data of a first block encoded with a rectangular coding scheme and a second data of a second block encoded with a non-rectangular coding scheme; generating an output signal for the first block using the first data of the first block based on the rectangular coding scheme; receiving a compensation signal corresponding to the second block; obtaining a prediction of an aliasing part by applying a window of the second block to the output signal for the first block; and obtaining a reconstructed signal for the second block based on the second data, the compensation signal and the prediction of the aliasing part, wherein, when the first data is encoded with a LPD (Linear Prediction Domain) coding scheme and the window of the second block belongs to a transition window class, the window of the second block has an ascending line with a first slope, wherein the first slope is gentler than a second slope.		1	0
RE48916	1	2. The method of claim 1 , wherein, when the first data is encoded with a FD (Frequency Domain) coding scheme and the window of the second block belongs to the transition window class, the window of the second block has an ascending line with the second slope.	claim 1	2	0
RE48916	2	3. The method of claim 1 , wherein, when the transition window class comprises a long_stop window and a stop_start window, and the long_stop window and the stop_start window have horizontal-asymmetry, and have a zero part in a left half.	claim 1	3	0
RE48916	3	4. The method of claim 1 , wherein the compensation signal is received, when the first data is encoded with the rectangular coding scheme.	claim 1	4	0
RE48916	4	5. The method of claim 1 , wherein the compensation signal is generated based on at least one of a difference related to asymmetry between a rectangular window and a non-rectangular window, and a difference between the aliasing part and a prediction of the aliasing part.	claim 1	5	0
